Trial	ObjID	LocID	FB	Task	RT	Stim
1	83	1	1	-1	702	4006	
2	72	2	1	-1	685	9996	
3	65	3	1	-1	735	15985	
4	57	4	1	-1	834	21991	
5	60	1	1	-1	634	27979	
6	32	3	1	-1	768	33984	
7	55	2	1	-1	568	39973	
8	74	4	1	-1	535	45978	
9	28	4	1	-2	634	51967	
10	11	3	1	-2	651	57972	
11	53	1	1	-2	668	63961	
12	37	2	1	-2	568	69966	
13	7	4	1	-2	601	75971	
14	76	3	1	-2	584	81960	
15	40	2	1	-2	585	87965	
16	92	1	1	-2	701	93954	
17	52	1	1	-1	585	99959	
18	67	2	1	-1	534	105948	
19	47	4	1	-1	551	111953	
20	19	3	1	-1	551	117942	
21	43	1	1	-1	635	123947	
22	84	2	1	-1	668	129936	
23	29	3	1	-1	668	135941	
24	71	4	1	-1	551	141930	
25	10	2	1	-2	601	147935	
26	3	3	1	-2	701	153924	
27	93	1	1	-2	550	159912	
28	64	4	1	-2	968	165901	
29	95	3	1	-2	635	171906	
30	14	2	1	-2	568	177895	
31	62	4	1	-2	568	183900	
32	26	1	1	-2	651	189889	
33	17	2	0	-1	585	195894	
34	39	4	0	-1	568	201883	
35	42	1	0	-1	801	207888	
36	58	3	0	-1	67	213877	
37	46	3	0	-1	768	219882	
38	2	2	0	-1	734	225871	
39	66	4	0	-1	585	231876	
40	1	1	0	-1	834	237881	
41	49	3	1	-2	685	243870	
42	82	1	1	-2	735	249875	
43	85	4	1	-2	735	255864	
44	9	2	1	-2	685	261869	
45	61	1	1	-2	785	267858	
46	33	4	1	-2	668	273863	
47	45	2	1	-2	634	279852	
48	8	3	1	-2	751	285857	
49	38	4	0	-1	601	291846	
50	69	2	0	-1	1035	297851	
51	75	3	0	-1	935	303840	
52	25	1	0	-1	668	309845	
53	22	2	0	-1	568	315850	
54	48	4	0	-1	685	321839	
55	21	3	0	-1	585	327844	
56	94	1	0	-1	651	333833	
57	73	3	1	-2	351	339838	
58	34	2	1	-2	735	345827	
59	5	4	1	-2	635	351832	
60	70	1	1	-2	1302	357821	
61	59	3	1	-2	885	363826	
62	78	2	1	-2	668	369815	
63	51	4	1	-2	1500	375820	
64	54	1	1	-2	734	381809	
65	79	4	0	-1	635	387814	
66	4	2	0	-1	134	393803	
67	44	1	0	-1	585	399791	
68	63	3	0	-1	1135	405780	
69	20	3	0	-1	1500	411785	
70	18	4	0	-1	835	417774	
71	56	2	0	-1	752	423779	
72	90	1	0	-1	868	429768	
73	23	3	1	-2	935	435773	
74	41	2	1	-2	584	441762	
75	77	1	1	-2	1035	447767	
76	35	4	1	-2	201	453756	
77	31	4	1	-2	851	459761	
78	96	1	1	-2	1500	465750	
79	89	3	1	-2	851	471755	
80	68	2	1	-2	652	477760	
81	91	4	0	-1	685	483749	
82	6	3	0	-1	785	489754	
83	15	1	0	-1	1500	495743	
84	24	2	0	-1	635	501748	
85	86	3	0	-1	1500	507737	
86	87	1	0	-1	485	513742	
87	50	2	0	-1	351	519731	
88	36	4	0	-1	651	525736	
89	30	1	1	-2	754	4017	
90	88	3	1	-2	585	10008	
91	13	4	1	-2	551	15997	
92	80	2	1	-2	1369	22002	
93	27	1	1	-2	801	27991	
94	16	2	1	-2	1500	33996	
