Trial	ObjID	LocID	FB	Task	RT	Stim
1	56	2	1	-1	675	4018	
2	12	4	1	-1	1500	10024	
3	4	3	1	-1	712	16032	
4	30	1	1	-1	696	22041	
5	88	4	1	-1	562	28050	
6	50	3	1	-1	546	34059	
7	2	2	1	-1	1394	40068	
8	14	1	1	-1	495	46077	
9	37	1	1	-2	329	52086	
10	58	4	1	-2	562	58095	
11	19	3	1	-2	695	64103	
12	53	2	1	-2	812	70112	
13	34	4	1	-2	496	76121	
14	76	2	1	-2	529	82130	
15	11	1	1	-2	595	88139	
16	68	3	1	-2	512	94148	
17	78	1	1	-1	562	100157	
18	77	2	1	-1	529	106165	
19	90	4	1	-1	596	112174	
20	43	3	1	-1	496	118183	
21	6	3	1	-1	512	124192	
22	32	2	1	-1	496	130201	
23	29	1	1	-1	545	136210	
24	93	4	1	-1	595	142219	
25	67	4	1	-2	462	148227	
26	71	2	1	-2	528	154237	
27	89	1	1	-2	546	160245	
28	79	3	1	-2	629	166254	
29	22	2	1	-2	645	172263	
30	87	3	1	-2	562	178272	
31	23	4	1	-2	728	184281	
32	65	1	1	-2	495	190290	
33	45	3	0	-1	528	196298	
34	3	4	0	-1	512	202308	
35	48	1	0	-1	496	208316	
36	17	2	0	-1	462	214325	
37	63	3	0	-1	612	220334	
38	69	2	0	-1	545	226343	
39	49	4	0	-1	445	232352	
40	15	1	0	-1	395	238360	
41	72	2	1	-2	413	244369	
42	7	3	1	-2	396	250378	
43	31	4	1	-2	446	256387	
44	80	1	1	-2	396	262396	
45	60	3	1	-2	429	268405	
46	86	1	1	-2	312	274414	
47	82	2	1	-2	345	280423	
48	44	4	1	-2	246	286431	
49	9	3	0	-1	395	292441	
Trial	ObjID	LocID	FB	Task	RT	Stim
Trial	ObjID	LocID	FB	Task	RT	Stim
1	65	3	1	-1	585	4018	
2	6	2	1	-1	601	10024	
3	82	1	1	-1	501	16012	
4	89	4	1	-1	584	22017	
5	58	1	1	-1	1068	28005	
6	88	4	1	-1	651	33993	
7	41	2	1	-1	451	39998	
8	83	3	1	-1	601	45986	
9	39	3	1	-2	584	51991	
10	37	4	1	-2	534	57979	
11	96	2	1	-2	501	63967	
12	26	1	1	-2	451	69972	
13	78	4	1	-2	451	75960	
14	27	3	1	-2	434	81965	
15	10	2	1	-2	434	87953	
16	53	1	1	-2	434	93941	
17	20	4	1	-1	467	99946	
18	56	2	1	-1	384	105934	
19	61	3	1	-1	467	111939	
20	70	1	1	-1	584	117927	
21	93	4	1	-1	651	123915	
22	94	2	1	-1	534	129920	
23	69	3	1	-1	451	135908	
24	43	1	1	-1	584	141896	
25	31	4	1	-2	434	147901	
26	36	2	1	-2	584	153889	
27	46	3	1	-2	701	159894	
28	52	1	1	-2	616	165883	
29	95	2	1	-2	451	171870	
30	33	1	1	-2	634	177875	
31	84	3	1	-2	484	183863	
32	67	4	1	-2	567	189868	
33	57	1	0	-1	484	195856	
34	12	2	0	-1	484	201844	
35	91	4	0	-1	467	207849	
36	7	3	0	-1	468	213837	
37	77	1	0	-1	484	219825	
38	3	3	0	-1	651	225830	
39	90	2	0	-1	451	231818	
40	60	4	0	-1	734	237823	
41	9	1	1	-2	134	243811	
42	29	3	1	-2	484	249799	
43	79	4	1	-2	568	255804	
44	44	2	1	-2	534	261792	
45	55	4	1	-2	551	267797	
46	75	3	1	-2	584	273785	
47	74	1	1	-2	434	279773	
48	4	2	1	-2	934	285778	
49	17	3	0	-1	1335	291766	
50	35	4	0	-1	501	297754	
51	8	1	0	-1	67	303759	
52	73	2	0	-1	434	309747	
53	24	3	0	-1	401	315752	
54	68	4	0	-1	701	321740	
55	63	1	0	-1	801	327728	
56	23	2	0	-1	467	333733	
57	22	1	1	-2	684	339721	
58	34	4	1	-2	668	345709	
59	72	2	1	-2	551	351714	
60	38	3	1	-2	651	357702	
61	85	3	1	-2	651	363707	
62	81	4	1	-2	551	369695	
63	28	2	1	-2	701	375683	
64	49	1	1	-2	601	381688	
65	45	1	0	-1	484	387676	
66	11	2	0	-1	501	393681	
67	48	4	0	-1	701	399669	
68	5	3	0	-1	785	405657	
69	14	1	0	-1	467	411662	
70	64	4	0	-1	484	417650	
71	62	2	0	-1	451	423655	
72	15	3	0	-1	451	429643	
73	30	3	1	-2	785	435631	
74	54	2	1	-2	534	441636	
75	19	4	1	-2	501	447624	
76	42	1	1	-2	601	453612	
77	47	3	1	-2	734	459617	
78	86	1	1	-2	534	465605	
79	50	4	1	-2	467	471610	
80	71	2	1	-2	267	477598	
81	51	1	0	-1	434	483586	
82	1	3	0	-1	401	489591	
83	87	2	0	-1	484	495579	
84	2	4	0	-1	484	501584	
85	80	4	0	-1	634	507572	
86	92	1	0	-1	468	513560	
87	32	2	0	-1	584	519565	
88	76	3	0	-1	734	525553	
89	40	1	1	-2	570	4017	
90	21	2	1	-2	551	10025	
91	13	3	1	-2	568	16013	
92	18	4	1	-2	668	22018	
93	25	3	1	-2	584	28006	
94	16	1	1	-2	685	33994	
95	66	4	1	-2	668	39999	
96	59	2	1	-2	501	45987	
