Trial	Xii	Yii
1	46.25	-3.75	32	-28	
2	-13.75	190	-24	-92	
3	60	1.25	-3	-62	
4	47.5	7.5	-41	-88	
5	40	7.5	-6	-110	
6	55	2.5	13	-103	
7	46.25	5	-15	-92	
8	42.5	0	-44	-112	
9	46.25	0	3	-128	
10	40	2.5	41	-130	
11	43.75	11.25	1	-107	
12	45	0	17	-104	
13	248.75	-1.25	8	-84	
14	42.5	10	16	-115	
15	53.75	0	25	-52	
16	43.75	6.25	49	-73	
17	220	27.5	3	-89	
18	52.5	-7.5	0	-76	
19	45	7.5	-10	-55	
20	45	-1.25	31	-64	
21	0	0	46	-70	
22	-41.25	-11.25	91	-58	
23	58.75	5	26	-74	
24	46.25	0	50	-71	
25	56.25	3.75	50	-82	
26	43.75	-3.75	42	-56	
27	46.25	-10	48	-68	
28	61.25	-7.5	37	-88	
29	56.25	-3.75	106	-82	
30	51.25	0	90	-88	
31	43.75	2.5	-37	-79	
32	42.5	-2.5	-21	-74	
33	41.25	5	-102	-104	
34	51.25	10	-50	-109	
35	45	11.25	-30	-85	
36	45	7.5	-22	-106	
37	40	3.75	9	-91	
38	58.75	7.5	-18	-136	
39	65	7.5	-23	-94	
40	57.5	3.75	-9	-85	
41	52.5	10	-29	-100	
42	45	0	1	-100	
43	50	1.25	34	-107	
44	41.25	0	-69	-128	
45	0	0	294	-116	
46	-42.5	-3.75	318	-37	
47	52.5	-2.5	22	-68	
48	46.25	11.25	-26	-106	
49	50	-6.25	11	-95	
50	56.25	10	-68	-79	
51	-63.75	-1.25	214	-58	
52	0	0	56	-76	
53	43.75	11.25	96	-79	
54	48.75	8.75	6	-92	
55	48.75	-3.75	41	-52	
56	61.25	7.5	-24	-91	
57	50	3.75	49	-53	
58	47.5	0	3	-82	
59	0	0	325	-71	
60	41.25	0	17	-32	
61	45	1.25	-19	-38	
62	42.5	-1.25	1	-34	
63	47.5	2.5	-3	-55	
64	48.75	5	16	-53	
65	0	0	384	384	
66	0	0	384	384	
67	0	0	384	384	
68	48.75	-16.25	-4	-37	
69	40	3.75	-5	-19	
70	50	-6.25	43	-14	
71	53.75	1.25	59	-29	
72	43.75	3.75	-3	-34	
73	50	15	-14	-31	
74	45	-2.5	-13	-32	
75	51.25	-15	33	-44	
76	63.75	-10	42	-32	
77	47.5	2.5	27	-55	
78	41.25	2.5	54	-61	
79	41.25	3.75	59	-41	
80	68.75	-2.5	48	-44	
81	51.25	3.75	28	-55	
82	41.25	3.75	6	-80	
83	43.75	15	-41	-97	
84	47.5	7.5	71	-88	
85	47.5	5	72	-68	
86	42.5	7.5	77	-61	
87	0	0	342	-19	
88	50	7.5	103	-56	
89	0	0	47	-76	
90	-95	13.75	291	-37	
91	0	0	212	-55	
92	0	0	286	-17	
93	47.5	5	42	-95	
94	43.75	-8.75	45	-82	
95	-45	11.25	304	-85	
96	-158.75	-21.25	306	-77	
