Trial	ObjID	LocID	FB	Task	RT	Stim
1	2	2	1	-1	685	4010	
2	77	3	1	-1	667	9999	
3	25	1	1	-1	734	15987	
4	7	4	1	-1	701	21975	
5	14	2	1	-1	634	27963	
6	85	4	1	-1	684	33968	
7	65	3	1	-1	584	39956	
8	53	1	1	-1	568	45961	
9	49	1	1	-2	634	51949	
10	44	3	1	-2	568	57937	
11	84	4	1	-2	534	63942	
12	18	2	1	-2	534	69930	
13	95	1	1	-2	551	75935	
14	48	2	1	-2	668	81923	
15	59	4	1	-2	651	87911	
16	60	3	1	-2	601	93916	
17	87	4	1	-1	684	99904	
18	6	2	1	-1	601	105909	
19	90	3	1	-1	634	111897	
20	32	1	1	-1	468	117885	
21	83	4	1	-1	451	123890	
22	68	2	1	-1	651	129878	
23	78	1	1	-1	501	135866	
24	43	3	1	-1	534	141871	
25	56	3	1	-2	451	147859	
26	74	2	1	-2	634	153864	
27	20	1	1	-2	501	159852	
28	88	4	1	-2	484	165840	
29	70	1	1	-2	584	171845	
30	26	3	1	-2	551	177833	
31	36	4	1	-2	584	183821	
32	23	2	1	-2	601	189826	
33	91	4	0	-1	634	195814	
34	45	2	0	-1	484	201819	
35	9	1	0	-1	701	207807	
36	34	3	0	-1	751	213795	
37	63	2	0	-1	634	219800	
38	5	4	0	-1	568	225788	
39	27	3	0	-1	734	231793	
40	17	1	0	-1	701	237781	
41	12	4	1	-2	684	243769	
42	72	3	1	-2	601	249774	
43	13	1	1	-2	634	255762	
44	40	2	1	-2	584	261750	
45	67	1	1	-2	584	267755	
46	16	4	1	-2	634	273743	
47	8	2	1	-2	568	279748	
48	38	3	1	-2	851	285736	
49	75	2	0	-1	567	291741	
50	81	3	0	-1	634	297729	
51	58	4	0	-1	835	303717	
52	80	1	0	-1	901	309722	
53	41	3	0	-1	1335	315710	
54	35	1	0	-1	835	321698	
55	30	4	0	-1	968	327703	
56	51	2	0	-1	901	333691	
57	92	4	1	-2	734	339696	
58	42	3	1	-2	734	345684	
59	46	1	1	-2	1235	351672	
60	52	2	1	-2	668	357677	
61	4	1	1	-2	767	363666	
62	24	3	1	-2	668	369653	
63	96	2	1	-2	751	375658	
64	86	4	1	-2	1500	381646	
65	69	2	0	-1	634	387651	
66	73	1	0	-1	634	393639	
67	71	3	0	-1	751	399627	
68	22	4	0	-1	768	405632	
69	79	2	0	-1	1500	411620	
70	19	1	0	-1	251	417625	
71	76	3	0	-1	768	423613	
72	21	4	0	-1	985	429601	
73	15	3	1	-2	784	435606	
74	82	2	1	-2	601	441594	
75	93	1	1	-2	651	447582	
76	64	4	1	-2	801	453587	
77	89	3	1	-2	634	459575	
78	62	1	1	-2	651	465580	
79	3	2	1	-2	651	471568	
80	55	4	1	-2	668	477556	
81	37	1	0	-1	1185	483561	
82	54	2	0	-1	951	489549	
83	11	4	0	-1	1500	495554	
84	28	3	0	-1	551	501542	
85	66	2	0	-1	634	507530	
86	29	4	0	-1	801	513535	
87	94	3	0	-1	701	519523	
88	10	1	0	-1	701	525511	
89	33	2	1	-2	787	4002	
90	47	3	1	-2	701	9993	
91	39	1	1	-2	784	15998	
92	50	4	1	-2	768	21986	
93	57	3	1	-2	1302	27974	
94	61	1	1	-2	634	33979	
95	1	4	1	-2	551	39967	
