Trial	ObjID	LocID	FB	Task	RT	Stim
1	44	3	1	-1	882	4016	
2	78	4	1	-1	1500	10014	
3	91	1	1	-1	467	16014	
4	26	2	1	-1	850	22014	
5	59	3	1	-1	534	28014	
6	71	4	1	-1	617	34014	
7	39	1	1	-1	517	40014	
8	17	2	1	-1	550	46014	
9	4	3	1	-2	683	52014	
10	7	4	1	-2	617	58014	
11	52	1	1	-2	517	64014	
12	29	2	1	-2	517	70014	
13	31	1	1	-2	633	76014	
14	79	2	1	-2	583	82014	
15	21	4	1	-2	766	88014	
16	3	3	1	-2	833	94014	
17	8	2	1	-1	516	100014	
18	23	3	1	-1	483	106014	
19	76	4	1	-1	1416	112014	
20	80	1	1	-1	516	118014	
21	41	3	1	-1	666	124013	
22	94	4	1	-1	666	130013	
23	11	2	1	-1	466	136013	
24	57	1	1	-1	484	142013	
25	65	1	1	-2	1167	148013	
26	64	2	1	-2	550	154013	
27	93	4	1	-2	417	160013	
28	75	3	1	-2	434	166013	
29	73	4	1	-2	450	172013	
30	33	3	1	-2	417	178013	
31	81	2	1	-2	483	184013	
32	66	1	1	-2	450	190013	
33	53	1	0	-1	417	196013	
34	40	3	0	-1	417	202013	
35	46	2	0	-1	350	208013	
36	58	4	0	-1	367	214013	
37	18	3	0	-1	433	220013	
38	60	1	0	-1	433	226013	
39	82	4	0	-1	366	232013	
40	62	2	0	-1	416	238013	
41	86	2	1	-2	416	244013	
42	22	4	1	-2	433	250013	
43	47	3	1	-2	416	256013	
44	6	1	1	-2	416	262013	
45	20	1	1	-2	433	268012	
46	9	3	1	-2	516	274012	
47	74	4	1	-2	434	280012	
48	5	2	1	-2	384	286012	
49	72	1	0	-1	334	292012	
50	84	4	0	-1	417	298012	
51	43	3	0	-1	384	304012	
52	19	2	0	-1	433	310012	
53	50	3	0	-1	417	316012	
54	83	2	0	-1	417	322012	
55	92	1	0	-1	417	328012	
56	25	4	0	-1	467	334012	
57	61	2	1	-2	467	340012	
58	42	1	1	-2	417	346012	
59	95	3	1	-2	417	352012	
60	30	4	1	-2	516	358012	
61	36	3	1	-2	366	364012	
62	28	1	1	-2	383	370012	
63	24	4	1	-2	416	376012	
64	16	2	1	-2	383	382012	
65	37	4	0	-1	466	388012	
66	56	2	0	-1	450	394012	
67	63	3	0	-1	716	400012	
68	90	1	0	-1	366	406011	
69	68	2	0	-1	416	412011	
70	27	3	0	-1	417	418011	
71	51	4	0	-1	617	424011	
72	32	1	0	-1	550	430011	
73	13	2	1	-2	467	436011	
74	48	3	1	-2	467	442011	
75	10	4	1	-2	517	448011	
76	35	1	1	-2	417	454011	
77	55	4	1	-2	433	460011	
78	77	2	1	-2	450	466011	
79	69	1	1	-2	350	472011	
80	14	3	1	-2	467	478011	
81	12	3	0	-1	383	484011	
82	70	4	0	-1	433	490011	
83	96	2	0	-1	350	496011	
84	54	1	0	-1	633	502011	
85	67	2	0	-1	383	508011	
86	87	4	0	-1	416	514011	
87	45	1	0	-1	466	520011	
88	1	3	0	-1	466	526011	
89	49	1	1	-2	484	4007	
90	88	2	1	-2	617	10007	
91	34	4	1	-2	417	16007	
92	38	3	1	-2	433	22007	
93	85	2	1	-2	383	28007	
94	89	4	1	-2	450	34007	
95	15	1	1	-2	417	40007	
96	2	3	1	-2	417	46007	
