Trial	ObjID	LocID	FB	Task	RT	Stim
1	95	1	1	-1	1500	4019	
2	88	3	1	-1	1285	10009	
3	61	2	1	-1	634	15998	
4	24	4	1	-1	1500	21987	
5	40	1	1	-1	701	27976	
6	12	2	1	-1	1035	33981	
7	21	4	1	-1	601	39970	
8	35	3	1	-1	735	45959	
9	22	4	1	-2	835	51948	
10	31	1	1	-2	701	57937	
11	28	3	1	-2	701	63926	
12	57	2	1	-2	584	69915	
13	4	2	1	-2	634	75904	
14	94	3	1	-2	568	81909	
15	62	1	1	-2	601	87898	
16	19	4	1	-2	535	93887	
17	18	2	1	-1	585	99876	
18	68	4	1	-1	534	105865	
19	39	1	1	-1	568	111854	
20	9	3	1	-1	551	117843	
21	8	2	1	-1	685	123848	
22	60	1	1	-1	535	129837	
23	76	4	1	-1	635	135826	
24	93	3	1	-1	735	141815	
25	14	2	1	-2	635	147804	
26	48	4	1	-2	534	153793	
27	96	3	1	-2	651	159782	
28	47	1	1	-2	551	165771	
29	38	4	1	-2	585	171776	
30	92	3	1	-2	668	177765	
31	72	2	1	-2	568	183754	
32	84	1	1	-2	551	189743	
33	44	3	0	-1	635	195732	
34	50	1	0	-1	634	201721	
35	75	2	0	-1	751	207710	
36	2	4	0	-1	701	213699	
37	6	3	0	-1	652	219704	
38	59	2	0	-1	852	225693	
39	30	1	0	-1	735	231682	
40	27	4	0	-1	1035	237671	
41	41	4	1	-2	735	243660	
42	42	2	1	-2	551	249649	
43	7	3	1	-2	151	255638	
44	91	1	1	-2	534	261627	
45	80	2	1	-2	585	267632	
46	49	3	1	-2	568	273621	
47	20	1	1	-2	585	279610	
48	77	4	1	-2	617	285599	
49	1	4	0	-1	634	291588	
50	85	2	0	-1	634	297577	
51	3	3	0	-1	601	303566	
52	10	1	0	-1	652	309571	
53	66	4	0	-1	668	315560	
54	5	2	0	-1	601	321549	
55	71	3	0	-1	635	327538	
56	13	1	0	-1	735	333527	
57	25	1	1	-2	685	339516	
58	73	4	1	-2	868	345505	
59	63	3	1	-2	701	351494	
60	90	2	1	-2	551	357499	
61	53	4	1	-2	635	363488	
62	16	2	1	-2	634	369478	
63	54	1	1	-2	635	375466	
64	17	3	1	-2	584	381455	
65	87	4	0	-1	534	387444	
66	70	2	0	-1	734	393433	
67	74	1	0	-1	601	399422	
68	65	3	0	-1	635	405427	
69	78	2	0	-1	651	411416	
70	55	1	0	-1	651	417405	
71	56	4	0	-1	635	423394	
72	36	3	0	-1	868	429383	
73	32	2	1	-2	835	435372	
74	15	3	1	-2	551	441361	
75	52	4	1	-2	568	447366	
76	43	1	1	-2	635	453355	
77	58	4	1	-2	635	459344	
78	34	3	1	-2	685	465333	
79	37	1	1	-2	568	471322	
80	67	2	1	-2	735	477311	
81	45	1	0	-1	551	483300	
82	33	2	0	-1	784	489289	
83	64	4	0	-1	735	495294	
84	86	3	0	-1	635	501283	
85	69	4	0	-1	685	507272	
86	82	2	0	-1	601	513261	
87	23	1	0	-1	567	519250	
88	79	3	0	-1	601	525239	
89	26	3	1	-2	655	4012	
90	83	4	1	-2	668	10004	
91	81	1	1	-2	635	15993	
92	89	2	1	-2	651	21982	
93	11	1	1	-2	868	27971	
94	29	2	1	-2	534	33960	
