Trial	ObjID	LocID	FB	Task	RT	Stim
1	78	1	1	-1	381	4006	
2	58	2	1	-1	483	10004	
3	24	4	1	-1	67	16004	
4	23	3	1	-1	567	22004	
5	44	4	1	-1	633	28004	
6	41	1	1	-1	467	34004	
7	65	2	1	-1	367	40004	
8	83	3	1	-1	517	46004	
9	33	4	1	-2	417	52004	
10	49	1	1	-2	467	58004	
11	12	2	1	-2	350	64004	
12	56	3	1	-2	666	70005	
13	39	1	1	-2	416	76005	
14	14	4	1	-2	416	82005	
15	31	3	1	-2	416	88005	
16	74	2	1	-2	433	94005	
17	66	3	1	-1	450	100005	
18	95	4	1	-1	533	106005	
19	35	2	1	-1	583	112005	
20	9	1	1	-1	550	118005	
21	72	1	1	-1	534	124005	
22	64	2	1	-1	434	130005	
23	92	4	1	-1	616	136005	
24	89	3	1	-1	616	142006	
25	13	2	1	-2	483	148006	
26	45	3	1	-2	566	154006	
27	10	1	1	-2	433	160006	
28	19	4	1	-2	450	166006	
29	68	4	1	-2	417	172006	
30	63	2	1	-2	650	178006	
31	16	3	1	-2	383	184006	
32	51	1	1	-2	467	190006	
33	84	2	0	-1	417	196006	
34	30	4	0	-1	384	202006	
35	53	3	0	-1	467	208006	
36	48	1	0	-1	816	214006	
37	61	1	0	-1	1500	220007	
38	17	4	0	-1	1083	226007	
39	91	3	0	-1	666	232007	
40	81	2	0	-1	833	238007	
41	34	2	1	-2	733	244007	
42	90	4	1	-2	533	250007	
43	52	1	1	-2	517	256007	
44	70	3	1	-2	450	262007	
45	38	3	1	-2	417	268007	
46	15	4	1	-2	484	274007	
47	73	1	1	-2	617	280007	
48	62	2	1	-2	416	286007	
49	59	4	0	-1	516	292008	
50	55	3	0	-1	450	298008	
51	5	2	0	-1	483	304008	
52	96	1	0	-1	516	310008	
53	77	4	0	-1	517	316008	
54	20	2	0	-1	517	322008	
55	57	1	0	-1	517	328008	
56	46	3	0	-1	617	334008	
57	75	4	1	-2	584	340008	
58	32	1	1	-2	417	346008	
59	37	2	1	-2	450	352008	
60	42	3	1	-2	417	358008	
61	69	3	1	-2	416	364008	
62	67	1	1	-2	616	370009	
63	21	4	1	-2	416	376009	
64	8	2	1	-2	550	382009	
65	82	3	0	-1	583	388009	
66	88	2	0	-1	550	394009	
67	2	4	0	-1	467	400009	
68	85	1	0	-1	550	406009	
69	79	1	0	-1	683	412009	
70	3	3	0	-1	534	418009	
71	50	4	0	-1	534	424009	
72	25	2	0	-1	717	430009	
73	87	4	1	-2	516	436009	
74	54	3	1	-2	533	442009	
75	28	1	1	-2	516	448010	
76	29	2	1	-2	516	454010	
77	6	4	1	-2	616	460010	
78	40	2	1	-2	467	466010	
79	22	1	1	-2	483	472010	
80	93	3	1	-2	517	478010	
81	86	4	0	-1	533	484010	
82	60	3	0	-1	617	490010	
83	43	1	0	-1	467	496010	
84	80	2	0	-1	634	502010	
85	76	4	0	-1	484	508010	
86	27	2	0	-1	483	514010	
87	47	3	0	-1	650	520011	
88	94	1	0	-1	483	526011	
89	11	2	1	-2	550	4011	
90	7	4	1	-2	467	10011	
91	18	3	1	-2	450	16011	
92	4	1	1	-2	517	22011	
93	1	3	1	-2	650	28011	
94	71	1	1	-2	634	34011	
95	26	2	1	-2	767	40011	
96	36	4	1	-2	450	46011	
