Trial	ObjID	LocID	FB	Task	RT	Stim
1	66	3	1	-1	752	4005	
2	64	1	1	-1	635	10011	
3	62	2	1	-1	634	16000	
4	1	4	1	-1	551	22005	
5	80	1	1	-1	601	27994	
6	70	3	1	-1	568	33999	
7	24	4	1	-1	534	39988	
8	49	2	1	-1	568	45993	
9	16	4	1	-2	534	51982	
10	42	2	1	-2	568	57987	
11	29	1	1	-2	634	63976	
12	59	3	1	-2	568	69981	
13	14	1	1	-2	584	75970	
14	17	3	1	-2	551	81975	
15	68	2	1	-2	534	87964	
16	60	4	1	-2	568	93969	
17	48	3	1	-1	567	99975	
18	87	1	1	-1	685	105963	
19	35	4	1	-1	584	111952	
20	21	2	1	-1	501	117957	
21	74	3	1	-1	551	123946	
22	90	2	1	-1	551	129951	
23	93	1	1	-1	567	135957	
24	91	4	1	-1	535	141945	
25	83	1	1	-2	534	147951	
26	72	3	1	-2	534	153939	
27	2	2	1	-2	601	159945	
28	46	4	1	-2	585	165933	
29	55	4	1	-2	567	171938	
30	22	1	1	-2	534	177927	
31	15	2	1	-2	551	183933	
32	69	3	1	-2	501	189921	
33	5	4	0	-1	467	195926	
34	8	2	0	-1	551	201915	
35	50	1	0	-1	584	207921	
36	53	3	0	-1	451	213909	
37	47	3	0	-1	535	219914	
38	12	1	0	-1	635	225903	
39	19	4	0	-1	651	231908	
40	43	2	0	-1	601	237897	
41	30	2	1	-2	934	243902	
42	52	3	1	-2	584	249891	
43	41	4	1	-2	534	255896	
44	82	1	1	-2	534	261885	
45	45	4	1	-2	601	267890	
46	11	2	1	-2	601	273879	
47	85	3	1	-2	1034	279884	
48	23	1	1	-2	651	285873	
49	57	3	0	-1	617	291879	
50	58	1	0	-1	534	297867	
51	6	2	0	-1	550	303872	
52	65	4	0	-1	601	309861	
53	86	2	0	-1	735	315866	
54	73	4	0	-1	768	321855	
55	54	3	0	-1	601	327860	
56	78	1	0	-1	634	333849	
57	9	4	1	-2	635	339854	
58	32	2	1	-2	568	345843	
59	31	3	1	-2	535	351848	
60	10	1	1	-2	685	357837	
61	40	3	1	-2	568	363842	
62	25	4	1	-2	534	369831	
63	56	2	1	-2	534	375836	
64	89	1	1	-2	534	381825	
65	34	3	0	-1	535	387830	
66	96	4	0	-1	584	393819	
67	3	1	0	-1	735	399824	
68	37	2	0	-1	651	405813	
69	20	4	0	-1	567	411819	
70	36	1	0	-1	651	417807	
71	39	2	0	-1	551	423812	
72	95	3	0	-1	634	429801	
73	79	1	1	-2	634	435807	
74	84	4	1	-2	668	441795	
75	77	3	1	-2	134	447800	
76	13	2	1	-2	534	453789	
77	26	4	1	-2	468	459794	
78	18	2	1	-2	551	465783	
79	81	3	1	-2	635	471788	
80	51	1	1	-2	568	477777	
81	76	1	0	-1	535	483782	
82	4	4	0	-1	551	489771	
83	63	2	0	-1	601	495776	
84	67	3	0	-1	501	501765	
85	71	2	0	-1	551	507770	
86	75	3	0	-1	534	513759	
87	44	1	0	-1	551	519764	
88	61	4	0	-1	584	525753	
89	92	4	1	-2	571	4002	
90	7	2	1	-2	635	10010	
91	28	1	1	-2	668	15999	
92	88	3	1	-2	668	22004	
93	33	4	1	-2	601	27993	
94	94	3	1	-2	501	33981	
95	38	1	1	-2	635	39970	
96	27	2	1	-2	535	45975	
