Trial	Xii	Yii
1	50	3.75	21	-160	
2	43.75	7.5	53	-76	
3	48.75	16.25	42	-4	
4	48.75	15	30	3	
5	40	2.5	10	-4	
6	61.25	-11.25	9	21	
7	42.5	5	16	23	
8	56.25	6.25	15	63	
9	58.75	6.25	6	84	
10	55	-8.75	27	108	
11	40	6.25	41	108	
12	42.5	1.25	43	134	
13	-41.25	11.25	293	138	
14	41.25	-7.5	76	143	
15	57.5	10	85	156	
16	46.25	-5	77	174	
17	38.7981340817295	-27.6589459628551	67	171	
18	38.8310623727937	-17.8961893988693	84	186	
19	53.7557506069002	-5.94300232952568	49	210	
20	45.5669953441884	-13.7576864080671	59	183	
21	49.7054983349906	-20.4936193794618	82	269	
22	37.8076336934752	-36.6182377306718	67	207	
23	36.8829898873494	-26.0520163705169	89	210	
24	67.1288316764968	-26.9542660398787	40	159	
25	65.5219020841586	-28.8694102342588	23	194	
26	47.3833546653758	-44.6528856923627	36	174	
27	31.2587363141658	-32.7550210508473	12	180	
28	29.8059140228486	-36.4312021385866	39	183	
29	36.3877396932223	-30.5316622544253	46	207	
30	31.0717007220806	-40.756740721474	48	228	
31	24.3686960417502	-35.1324871482904	59	219	
32	32.5245230133978	-37.0805596337347	73	216	
33	34.0102735957792	23.6416219820097	21	129	
34	36.0465968001161	36.7723450316928	18	119	
35	19.0855853616727	35.5948090513533	31	180	
36	37.5323473824975	23.3334073799677	15	194	
37	44.3236027817205	50.244210974482	17	180	
38	38.5228477707518	14.374115612151	14	101	
39	28.3860200225956	30.3446266623401	27	158	
40	48.7479262378005	19.6901545832927	34	165	
41	-42.8483863536392	-13.108328912919	319	81	
42	37.8734902756037	17.0927246027002	119	113	
43	35.4301675960322	29.7281974582562	45	141	
44	42.5954941794255	40.6355617115172	19	134	
45	33.0527014985892	22.8381571858406	35	159	
46	42.6942790526182	11.3472920195599	48	141	
47	42.1661005674268	25.589694467454	19	143	
48	51.2465713452003	38.1039883130532	28	168	
49	51.25	2.5	38	165	
50	41.25	0	39	162	
51	36.25	-17.5	53	206	
52	41.25	-15	59	176	
53	45	6.25	62	213	
54	45	1.25	36	200	
55	65	15	42	198	
56	43.75	11.25	23	195	
57	35.089024702926	-35.9688802355237	76	219	
58	57.366075112511	-26.9213377488145	57	185	
59	30.1470569159548	-30.1905193613191	54	207	
60	29.3435921197857	-31.1480914585092	44	159	
61	47.9444614416314	-20.6477266804827	62	162	
62	54.4604305298766	-34.273699924293	98	224	
63	-33.8561662947583	21.8805850886505	106	195	
64	52.7323219275817	-24.6650506613282	53	177	
65	36.6959542952642	-34.0537360411436	35	164	
66	28.1989844305104	-38.3463463329667	103	219	
67	19.8231935757134	-54.1627500821348	95	230	
68	39.6345271689628	-16.9386173016792	26	227	
69	43.0907443735527	-36.1559158276089	21	219	
70	24.027553148644	-41.3731699255579	45	213	
71	33.2950595185027	-45.8857441005305	38	200	
72	33.0527014985892	-22.8381571858406	19	164	
73	37.1582761983271	39.336846721221	8	141	
74	28.6613063335733	43.6294570130442	20	165	
75	40.2509563730467	23.9827648751158	40	158	
76	34.6596310909273	20.9230129914605	59	173	
77	31.7539865082929	28.275375166939	30	146	
78	53.0076082385594	37.9498810120323	29	144	
79	23.2570166435392	32.5679854587622	58	138	
80	41.241456761301	15.0234731072991	22	111	
81	38.4899194796876	24.1368721761368	4	86	
82	39.1063486837715	31.1810197495734	-4	120	
83	41.2085284702368	24.7862296712849	6	111	
84	44.9505661401045	6.71353883463054	17	126	
85	32.557451304462	27.3178030697489	28	135	
86	46.7998537523562	27.8459815549403	22	111	
87	53.1617155395804	39.7109179053914	20	117	
88	33.0527014985892	22.8381571858406	48	120	
89	40	-1.25	18	-13	
90	53.75	0	16	60	
91	45	0	53	81	
92	63.75	3.75	18	113	
93	45	-6.25	60	140	
94	65	3.75	14	192	
95	46.25	15	1	122	
96	63.75	5	-4	140	
97	45	-3.75	15	185	
98	52.5	-1.25	1	195	
99	45	3.75	11	189	
100	41.25	-8.75	26	189	
101	35.243132003947	-37.7299171288828	22	173	
102	40.6803499850454	-39.0286321191791	12	138	
103	44.4223876549131	-20.9559412825247	13	200	
104	44.6094232469983	-12.954221611898	8	270	
105	39.3263125669209	-13.416543514961	18	228	
106	58.5436110928505	-9.96032631037111	-12	168	
107	40.7791348582381	-9.74036242722169	22	216	
108	50.3877841212029	-8.01225382492677	15	195	
109	41.7037786643639	-20.3065837873766	9	225	
110	39.9098134799406	-30.2234476523833	58	210	
111	45.0717451500612	-18.2373322919755	63	210	
112	43.1566009556811	-16.6304026996373	68	177	
113	45.2258524510822	-19.9983691853346	62	171	
114	33.5150234016521	-28.121267865918	84	236	
115	30.7305578289744	-46.9974234987415	27	204	
116	31.1046290131448	-30.9939841574882	22	192	
117	40.0639207809615	31.9844845457425	44	195	
118	40.9003138681948	21.2641558845666	19	152	
119	48.9349618298857	11.688434912666	37	168	
120	61.6916136953984	25.6555510495824	94	150	
121	53.9098579079212	7.70403922288482	59	155	
122	42.0449215574701	14.0659010101091	70	189	
123	47.5479961206969	-4.16089712756628	54	204	
124	63.8925783550564	-10.0275087206634	73	117	
125	35.7383821980741	33.2502712449745	33	69	
126	45.038816858997	28.0000888559613	48	146	
127	49.617247616098	-0.792930641868961	30	158	
128	38.3687404697308	12.6130787187919	14	168	
129	44.4223876549131	20.9559412825247	13	168	
130	30.1470569159548	30.1905193613191	8	159	
131	41.241456761301	15.0234731072991	21	156	
132	44.708208120191	-16.3340480800593	5	153	
133	42.5	7.5	-13	129	
134	40	11.25	0	162	
135	45	20	8	200	
136	45	15	9	186	
137	71.25	2.5	29	192	
138	38.75	-12.5	60	237	
139	45	-3.75	21	233	
140	62.5	-7.5	-1	237	
141	48.4397116357585	-16.1680807965744	38	249	
142	65.2571499274811	34.9902398297334	6	155	
143	52.5228921987324	8.14529281734749	34	120	
144	45.0493510132971	22.5747308573268	4	107	
145	45.4128880431674	-11.996649514708	33	92	
146	49.6501759071622	10.5556872058547	58	87	
147	56.1661449954075	-3.0702860379555	66	87	
148	59.5011831900406	-10.7637911065402	28	72	
149	41.9237425475133	-2.54210755276414	44	108	
150	52.1817493056263	1.90461004007999	56	119	
151	56.6943234805988	11.1721164099386	63	111	
152	39.8874193431765	10.588615496919	57	120	
153	40.6908841393455	11.546187594109	64	104	
154	56.2320015775359	16.4552270900161	41	110	
155	62.9350062578663	10.8309735168325	26	86	
156	47.5479961206969	4.16089712756628	48	111	
157	31.9080938093139	30.0364120602981	0	39	
158	42.2319571495553	6.06418133948243	74	48	
159	45.5011387620599	33.2831995360387	22	39	
160	32.0622011103349	31.7974489536573	67	159	
161	52.0829644324336	27.3836596518774	58	159	
162	54.6803944130261	16.5092236896806	54	170	
163	44.1471013439354	7.6711109318206	59	186	
164	-61.9115775785478	-7.89107481497001	105	6	
165	46.5574957324427	4.79839464025043	37	72	
166	43.5306721398515	0.626963358384018	25	120	
167	50.2995334023104	-13.274296196404	59	132	
168	45.6987085084453	-25.293339847876	111	87	
