Trial	ObjID	LocID	FB	Task	RT	Stim
1	12	4	1	-1	942	4008	
2	11	2	1	-1	747	10013	
3	89	3	1	-1	714	16023	
4	16	1	1	-1	214	22033	
5	54	3	1	-1	214	28043	
6	20	1	1	-1	1500	34053	
7	7	4	1	-1	1097	40062	
8	40	2	1	-1	664	46072	
9	74	1	1	-2	1247	52082	
10	43	3	1	-2	514	58092	
11	32	2	1	-2	830	64102	
12	33	4	1	-2	947	70112	
13	76	3	1	-2	497	76122	
14	50	1	1	-2	863	82132	
15	1	4	1	-2	764	88141	
16	85	2	1	-2	514	94151	
17	67	3	1	-1	281	100161	
18	46	1	1	-1	714	106171	
19	29	2	1	-1	597	112181	
20	9	4	1	-1	597	118191	
21	55	4	1	-1	613	124201	
22	27	3	1	-1	563	130211	
23	3	2	1	-1	647	136220	
24	59	1	1	-1	714	142230	
25	70	4	1	-2	514	148240	
26	37	2	1	-2	614	154250	
27	81	3	1	-2	614	160260	
28	95	1	1	-2	597	166270	
29	18	4	1	-2	630	172280	
30	84	3	1	-2	497	178290	
31	34	2	1	-2	897	184299	
32	14	1	1	-2	664	190309	
33	47	1	0	-1	697	196319	
34	71	4	0	-1	547	202329	
35	44	2	0	-1	996	208339	
36	21	3	0	-1	597	214349	
37	31	3	0	-1	697	220359	
38	5	1	0	-1	230	226368	
39	58	4	0	-1	448	232378	
40	56	2	0	-1	747	238388	
41	96	4	1	-2	897	244398	
42	45	1	1	-2	1246	250408	
43	93	3	1	-2	530	256418	
44	83	2	1	-2	730	262428	
45	28	1	1	-2	463	268438	
46	35	3	1	-2	464	274447	
47	82	4	1	-2	581	280457	
48	17	2	1	-2	281	286467	
49	19	2	0	-1	514	292477	
50	61	1	0	-1	414	298487	
51	4	3	0	-1	547	304497	
52	13	4	0	-1	797	310507	
53	52	1	0	-1	463	316517	
54	68	3	0	-1	514	322526	
55	69	4	0	-1	464	328536	
56	64	2	0	-1	631	334546	
57	60	1	1	-2	697	340556	
58	77	2	1	-2	497	346566	
59	10	3	1	-2	996	352576	
60	48	4	1	-2	563	358586	
61	63	3	1	-2	647	364596	
62	66	2	1	-2	548	370605	
63	65	4	1	-2	581	376615	
64	72	1	1	-2	531	382625	
65	80	4	0	-1	447	388635	
66	53	3	0	-1	514	394645	
67	38	1	0	-1	497	400655	
68	41	2	0	-1	464	406665	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	14	4	1	-1	1037	4005	
2	37	1	1	-1	752	9995	
3	80	2	1	-1	1500	15984	
4	36	3	1	-1	953	21973	
5	72	2	1	-1	669	27962	
6	2	3	1	-1	803	33951	
7	46	4	1	-1	969	39940	
8	20	1	1	-1	836	45946	
9	23	4	1	-2	770	51935	
10	91	2	1	-2	769	57941	
11	33	3	1	-2	1203	63930	
12	78	1	1	-2	1500	69919	
13	6	4	1	-2	1053	75925	
14	5	2	1	-2	936	81914	
15	38	3	1	-2	853	87920	
16	74	1	1	-2	836	93909	
17	54	3	1	-1	1169	99898	
18	87	2	1	-1	870	105904	
19	61	1	1	-1	753	111893	
20	60	4	1	-1	1086	117899	
21	45	4	1	-1	753	123888	
22	31	2	1	-1	569	129878	
23	49	1	1	-1	1203	135883	
24	16	3	1	-1	753	141872	
25	50	1	1	-2	686	147878	
26	35	2	1	-2	669	153867	
27	8	4	1	-2	802	159856	
28	84	3	1	-2	636	165862	
29	32	3	1	-2	636	171851	
30	90	2	1	-2	686	177857	
31	66	4	1	-2	636	183846	
32	28	1	1	-2	635	189835	
33	21	3	0	-1	1103	195841	
34	55	2	0	-1	553	201830	
35	86	4	0	-1	553	207836	
36	48	1	0	-1	803	213825	
37	76	2	0	-1	852	219814	
