Trial	Xii	Yii
1	41.25	-3.75	3	-10	
2	47.5	15	-26	-31	
3	42.5	6.25	26	-19	
4	42.5	7.5	29	-16	
5	41.25	2.5	29	-10	
6	42.5	3.75	5	-23	
7	47.5	5	-41	14	
8	40	1.25	-25	26	
9	58.75	7.5	-29	33	
10	51.25	3.75	-33	27	
11	61.25	7.5	-31	18	
12	40	3.75	-12	-7	
13	45	5	-50	-2	
14	42.5	-3.75	-16	6	
15	42.5	2.5	-9	-7	
16	41.25	2.5	-47	-4	
17	65	8.75	-49	-1	
18	47.5	1.25	-37	-11	
19	41.25	1.25	-24	-2	
20	50	2.5	-25	-10	
21	48.75	-7.5	-28	-10	
22	41.25	8.75	-44	-4	
23	46.25	5	-36	2	
24	70	10	-37	-13	
25	45	10	-53	-10	
26	53.75	0	-19	6	
27	41.25	-1.25	-30	24	
28	40	7.5	-43	35	
29	41.25	7.5	-30	27	
30	56.25	2.5	-27	36	
31	43.75	10	-44	33	
32	47.5	0	-35	24	
33	47.5	6.25	-46	21	
34	40	3.75	-21	24	
35	43.75	1.25	-33	23	
36	45	3.75	-40	18	
37	46.25	7.5	-60	36	
38	50	-18.75	-49	21	
