Trial	ObjID	LocID	FB	Task	RT	Stim
1	15	4	1	-1	769	4017	
2	60	2	1	-1	1437	10006	
3	83	1	1	-1	603	15995	
4	74	3	1	-1	753	21984	
5	64	2	1	-1	736	27973	
6	19	4	1	-1	753	33979	
7	73	3	1	-1	903	39968	
8	92	1	1	-1	803	45957	
9	56	1	1	-2	870	51963	
10	59	3	1	-2	703	57952	
11	49	4	1	-2	736	63941	
12	41	2	1	-2	786	69947	
13	82	4	1	-2	753	75936	
14	39	2	1	-2	670	81925	
15	72	1	1	-2	736	87931	
16	71	3	1	-2	636	93920	
17	65	4	1	-1	736	99909	
18	47	3	1	-1	786	105915	
19	43	1	1	-1	736	111904	
20	52	2	1	-1	703	117893	
21	23	4	1	-1	636	123899	
22	28	2	1	-1	686	129888	
23	53	1	1	-1	802	135877	
24	46	3	1	-1	703	141883	
25	85	2	1	-2	736	147872	
26	62	1	1	-2	670	153861	
27	33	3	1	-2	803	159867	
28	48	4	1	-2	753	165856	
29	44	1	1	-2	553	171845	
30	42	3	1	-2	753	177851	
31	70	4	1	-2	770	183840	
32	75	2	1	-2	685	189829	
33	18	1	0	-1	969	195819	
34	84	3	0	-1	735	201808	
35	36	2	0	-1	1036	207797	
36	3	4	0	-1	1136	213786	
37	67	1	0	-1	1500	219775	
38	1	2	0	-1	836	225764	
39	22	3	0	-1	1103	231753	
40	9	4	0	-1	936	237742	
41	58	1	1	-2	936	243731	
42	88	2	1	-2	1237	249720	
43	8	3	1	-2	636	255726	
44	35	4	1	-2	786	261715	
45	96	1	1	-2	469	267704	
46	5	2	1	-2	135	273710	
47	51	3	1	-2	569	279699	
48	87	4	1	-2	753	285688	
49	79	1	0	-1	536	291694	
50	93	2	0	-1	836	297683	
51	63	3	0	-1	536	303672	
52	25	4	0	-1	1070	309678	
53	50	4	0	-1	636	315667	
54	4	3	0	-1	1037	321656	
55	69	2	0	-1	486	327662	
56	95	1	0	-1	669	333651	
57	68	2	1	-2	770	339640	
58	32	4	1	-2	803	345646	
59	78	1	1	-2	86	351635	
60	20	3	1	-2	653	357624	
61	54	2	1	-2	852	363614	
62	26	1	1	-2	802	369603	
63	34	3	1	-2	235	375592	
64	76	4	1	-2	802	381581	
65	17	1	0	-1	752	387570	
66	91	4	0	-1	869	393559	
67	2	3	0	-1	1053	399548	
68	77	2	0	-1	52	405537	
69	61	1	0	-1	803	411526	
70	90	4	0	-1	703	417515	
71	57	2	0	-1	1186	423521	
72	21	3	0	-1	903	429510	
73	38	1	1	-2	803	435499	
74	40	4	1	-2	736	441505	
75	7	3	1	-2	336	447494	
76	55	2	1	-2	653	453483	
77	14	3	1	-2	836	459489	
78	16	1	1	-2	953	465478	
79	37	2	1	-2	803	471467	
80	27	4	1	-2	636	477473	
81	80	4	0	-1	468	483463	
82	11	2	0	-1	853	489451	
83	89	1	0	-1	803	495457	
84	10	3	0	-1	1500	501446	
85	24	3	0	-1	736	507435	
86	29	4	0	-1	936	513441	
87	30	2	0	-1	1500	519430	
88	94	1	0	-1	653	525419	
