Trial	ObjID	LocID	FB	Task	RT	Stim
1	16	4	1	-1	1500	4011	
2	46	3	1	-1	1500	10002	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	39	1	1	-1	1500	4015	
2	21	4	1	-1	1500	10007	
3	22	2	1	-1	1500	16012	
4	59	3	1	-1	1500	22001	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	92	3	1	-1	815	4018	
2	14	1	1	-1	552	10004	
3	15	2	1	-1	601	15994	
4	69	4	1	-1	785	21999	
5	80	3	1	-1	684	27988	
6	60	4	1	-1	601	33978	
7	33	2	1	-1	685	39983	
8	67	1	1	-1	601	45973	
9	50	4	1	-2	635	51978	
10	82	2	1	-2	834	57968	
11	71	3	1	-2	584	63957	
12	72	1	1	-2	602	69962	
13	56	1	1	-2	601	75952	
14	75	2	1	-2	535	81957	
15	44	4	1	-2	551	87947	
16	28	3	1	-2	651	93936	
17	22	4	1	-1	668	99941	
18	5	2	1	-1	634	105930	
19	84	3	1	-1	785	111936	
20	10	1	1	-1	534	117925	
21	21	3	1	-1	634	123915	
22	9	4	1	-1	602	129920	
23	24	2	1	-1	534	135909	
24	43	1	1	-1	602	141915	
25	11	4	1	-2	751	147904	
26	36	2	1	-2	551	153894	
27	13	3	1	-2	602	159899	
28	2	1	1	-2	634	165889	
29	40	1	1	-2	485	171894	
30	19	2	1	-2	734	177883	
31	91	4	1	-2	534	183873	
32	96	3	1	-2	535	189878	
33	7	1	0	-1	601	195867	
34	74	3	0	-1	585	201873	
35	95	2	0	-1	534	207862	
36	70	4	0	-1	584	213852	
37	54	2	0	-1	602	219857	
38	86	1	0	-1	634	225846	
39	37	4	0	-1	885	231836	
40	53	3	0	-1	935	237841	
41	18	4	1	-2	684	243831	
42	65	2	1	-2	635	249836	
43	26	1	1	-2	634	255826	
44	48	3	1	-2	534	261815	
45	62	3	1	-2	535	267820	
46	29	2	1	-2	501	273810	
47	39	4	1	-2	485	279815	
48	88	1	1	-2	601	285804	
49	45	3	0	-1	768	291794	
50	64	1	0	-1	534	297800	
51	1	2	0	-1	534	303789	
52	55	4	0	-1	468	309794	
53	8	4	0	-1	584	315783	
54	73	3	0	-1	668	321773	
55	90	1	0	-1	652	327778	
56	79	2	0	-1	634	333768	
57	38	4	1	-2	735	339773	
58	63	1	1	-2	667	345762	
59	46	2	1	-2	734	351752	
60	76	3	1	-2	635	357757	
61	51	4	1	-2	534	363747	
62	85	1	1	-2	535	369752	
63	57	2	1	-2	552	375741	
64	93	3	1	-2	501	381731	
65	68	4	0	-1	535	387736	
66	66	1	0	-1	484	393726	
67	41	2	0	-1	568	399731	
68	23	3	0	-1	735	405720	
69	3	2	0	-1	734	411710	
70	34	1	0	-1	1069	417715	
71	30	3	0	-1	834	423705	
72	25	4	0	-1	635	429710	
73	78	3	1	-2	885	435699	
74	27	2	1	-2	567	441689	
75	49	4	1	-2	585	447694	
76	16	1	1	-2	634	453684	
77	6	1	1	-2	568	459689	
78	4	3	1	-2	568	465678	
79	83	4	1	-2	584	471668	
80	31	2	1	-2	502	477673	
81	77	1	0	-1	551	483662	
82	17	2	0	-1	552	489668	
83	52	3	0	-1	467	495657	
84	59	4	0	-1	634	501647	
85	32	3	0	-1	702	507652	
86	89	4	0	-1	467	513642	
87	61	2	0	-1	668	519647	
88	47	1	0	-1	585	525636	
89	58	2	1	-2	705	4004	
90	12	3	1	-2	685	10013	
91	42	1	1	-2	551	16002	
92	35	4	1	-2	384	21992	
93	94	1	1	-2	702	27997	
94	81	3	1	-2	484	33986	
95	87	4	1	-2	635	39992	
96	20	2	1	-2	451	45982	
