Trial	ObjID	LocID	FB	Task	RT	Stim
1	86	2	1	-1	685	4018	
2	87	1	1	-1	851	10023	
3	53	4	1	-1	551	16011	
4	12	3	1	-1	1402	22016	
5	77	2	1	-1	568	28004	
6	70	1	1	-1	601	33992	
7	3	4	1	-1	734	39997	
8	52	3	1	-1	501	45985	
9	18	1	1	-2	484	51973	
10	25	3	1	-2	467	57978	
11	43	4	1	-2	501	63966	
12	4	2	1	-2	551	69954	
13	83	4	1	-2	601	75959	
14	24	1	1	-2	501	81947	
15	44	3	1	-2	451	87935	
16	78	2	1	-2	551	93940	
17	45	4	1	-1	451	99928	
18	33	2	1	-1	484	105916	
19	58	1	1	-1	601	111921	
20	80	3	1	-1	467	117909	
21	38	3	1	-1	634	123897	
22	15	2	1	-1	501	129885	
23	10	4	1	-1	451	135890	
24	95	1	1	-1	501	141878	
25	51	1	1	-2	484	147866	
26	13	3	1	-2	734	153871	
27	71	4	1	-2	451	159859	
28	61	2	1	-2	584	165847	
29	40	3	1	-2	534	171852	
30	63	4	1	-2	501	177840	
31	91	2	1	-2	534	183828	
32	47	1	1	-2	484	189833	
33	37	2	0	-1	551	195821	
34	54	4	0	-1	534	201809	
35	89	1	0	-1	484	207814	
36	49	3	0	-1	517	213803	
37	41	1	0	-1	551	219790	
38	73	3	0	-1	634	225795	
39	82	2	0	-1	534	231783	
40	65	4	0	-1	451	237771	
41	96	4	1	-2	468	243759	
42	31	2	1	-2	451	249764	
43	84	1	1	-2	468	255752	
44	74	3	1	-2	434	261740	
45	30	2	1	-2	534	267745	
46	32	4	1	-2	384	273733	
47	75	1	1	-2	468	279721	
48	20	3	1	-2	501	285726	
49	26	2	0	-1	451	291714	
50	28	4	0	-1	368	297702	
51	55	3	0	-1	484	303707	
52	8	1	0	-1	501	309695	
53	64	1	0	-1	584	315683	
54	92	4	0	-1	684	321688	
55	67	2	0	-1	401	327676	
56	79	3	0	-1	634	333664	
57	11	4	1	-2	584	339669	
58	5	3	1	-2	584	345657	
59	76	2	1	-2	551	351645	
60	50	1	1	-2	451	357650	
61	81	3	1	-2	534	363638	
62	22	4	1	-2	517	369626	
63	59	1	1	-2	434	375614	
64	93	2	1	-2	451	381619	
65	57	2	0	-1	484	387607	
66	39	3	0	-1	434	393595	
67	56	4	0	-1	534	399600	
68	68	1	0	-1	434	405588	
69	94	2	0	-1	484	411576	
70	19	1	0	-1	451	417581	
71	90	4	0	-1	584	423569	
72	66	3	0	-1	534	429557	
73	27	2	1	-2	467	435562	
74	34	3	1	-2	750	441551	
75	36	4	1	-2	484	447538	
76	6	1	1	-2	584	453543	
77	35	3	1	-2	534	459531	
78	2	1	1	-2	684	465519	
79	1	2	1	-2	751	471524	
80	29	4	1	-2	434	477512	
81	62	1	0	-1	384	483500	
82	14	4	0	-1	434	489488	
83	69	3	0	-1	467	495493	
84	60	2	0	-1	468	501481	
85	42	2	0	-1	451	507469	
86	21	4	0	-1	451	513474	
87	46	1	0	-1	484	519462	
88	16	3	0	-1	551	525450	
89	9	2	1	-2	687	4014	
90	85	1	1	-2	668	10005	
91	88	3	1	-2	451	15993	
92	17	4	1	-2	434	21981	
93	7	1	1	-2	451	27986	
94	72	2	1	-2	384	33974	
95	23	4	1	-2	401	39962	
96	48	3	1	-2	434	45967	
