Trial	ObjID	LocID	FB	Task	RT	Stim
1	84	2	1	-1	736	4008	
2	85	1	1	-1	652	9998	
3	23	4	1	-1	635	15987	
4	74	3	1	-1	1500	21976	
5	24	3	1	-1	1500	27965	
6	90	4	1	-1	584	33954	
7	55	1	1	-1	651	39943	
8	79	2	1	-1	684	45932	
9	47	4	1	-2	734	51921	
10	15	1	1	-2	652	57926	
11	93	2	1	-2	802	63915	
12	6	3	1	-2	735	69904	
13	9	2	1	-2	534	75893	
14	75	3	1	-2	601	81882	
15	95	1	1	-2	668	87871	
16	21	4	1	-2	534	93860	
17	34	2	1	-1	635	99865	
18	10	4	1	-1	401	105854	
19	36	1	1	-1	568	111843	
20	42	3	1	-1	568	117832	
21	67	2	1	-1	534	123821	
22	35	3	1	-1	551	129810	
23	43	1	1	-1	534	135799	
24	63	4	1	-1	584	141788	
25	76	4	1	-2	584	147793	
26	13	3	1	-2	668	153782	
27	68	2	1	-2	601	159771	
28	80	1	1	-2	585	165760	
29	33	1	1	-2	551	171749	
30	25	4	1	-2	568	177738	
31	26	3	1	-2	551	183727	
32	57	2	1	-2	601	189716	
33	72	4	0	-1	485	195721	
34	44	3	0	-1	735	201710	
35	20	1	0	-1	551	207699	
36	45	2	0	-1	651	213688	
37	83	3	0	-1	584	219677	
38	37	1	0	-1	668	225666	
39	32	2	0	-1	784	231655	
40	1	4	0	-1	735	237660	
41	64	1	1	-2	735	243649	
42	49	4	1	-2	635	249638	
43	2	3	1	-2	651	255627	
44	19	2	1	-2	801	261616	
45	3	4	1	-2	768	267605	
46	87	1	1	-2	684	273594	
47	62	2	1	-2	134	279583	
48	29	3	1	-2	585	285588	
49	48	3	0	-1	551	291577	
50	14	1	0	-1	568	297566	
51	5	4	0	-1	935	303555	
52	54	2	0	-1	635	309544	
53	46	2	0	-1	568	315533	
54	7	3	0	-1	734	321522	
55	60	1	0	-1	868	327511	
56	16	4	0	-1	734	333516	
57	38	1	1	-2	835	339505	
58	56	4	1	-2	334	345494	
59	30	2	1	-2	635	351483	
60	53	3	1	-2	668	357472	
61	92	2	1	-2	601	363461	
62	61	1	1	-2	668	369450	
63	91	3	1	-2	551	375455	
64	8	4	1	-2	535	381444	
65	82	3	0	-1	535	387433	
66	65	2	0	-1	635	393422	
67	41	1	0	-1	635	399411	
68	94	4	0	-1	568	405400	
69	51	3	0	-1	835	411389	
70	40	4	0	-1	684	417378	
71	58	1	0	-1	735	423383	
72	50	2	0	-1	768	429372	
73	71	1	1	-2	635	435361	
74	66	3	1	-2	735	441350	
75	89	4	1	-2	668	447339	
76	28	2	1	-2	668	453328	
77	39	1	1	-2	551	459317	
78	4	3	1	-2	467	465306	
79	73	2	1	-2	702	471311	
80	78	4	1	-2	51	477300	
81	96	1	0	-1	234	483289	
82	11	2	0	-1	668	489278	
83	31	4	0	-1	601	495267	
84	69	3	0	-1	601	501256	
85	22	2	0	-1	534	507245	
86	77	3	0	-1	751	513234	
87	17	1	0	-1	969	519239	
88	52	4	0	-1	735	525228	
89	81	3	1	-2	854	4004	
90	59	1	1	-2	635	10012	
91	27	2	1	-2	685	16001	
92	18	4	1	-2	701	21990	
93	12	1	1	-2	701	27979	
94	86	2	1	-2	735	33968	
95	88	4	1	-2	568	39957	
96	70	3	1	-2	668	45946	
