Trial	ObjID	LocID	FB	Task	RT	Stim
1	3	4	1	-1	676	4019	
2	59	1	1	-1	1112	10025	
3	91	2	1	-1	514	16034	
4	15	3	1	-1	663	22045	
5	65	3	1	-1	464	28054	
6	35	4	1	-1	447	34064	
7	75	2	1	-1	530	40074	
8	48	1	1	-1	514	46084	
9	39	4	1	-2	430	52094	
10	52	2	1	-2	463	58104	
11	89	1	1	-2	497	64114	
12	83	3	1	-2	596	70124	
13	61	2	1	-2	530	76134	
14	78	3	1	-2	97	82144	
15	30	1	1	-2	513	88154	
16	60	4	1	-2	447	94163	
17	79	3	1	-1	447	100173	
18	44	1	1	-1	564	106183	
19	8	4	1	-1	547	112193	
20	13	2	1	-1	430	118203	
21	57	4	1	-1	547	124213	
22	38	3	1	-1	463	130223	
23	53	2	1	-1	746	136233	
24	54	1	1	-1	547	142243	
25	16	2	1	-2	546	148253	
26	2	3	1	-2	413	154262	
27	72	1	1	-2	431	160272	
28	66	4	1	-2	414	166282	
29	41	2	1	-2	514	172292	
30	71	3	1	-2	614	178302	
31	56	1	1	-2	697	184312	
32	45	4	1	-2	430	190322	
33	43	2	0	-1	513	196332	
34	47	1	0	-1	730	202342	
35	86	3	0	-1	1500	208352	
36	17	4	0	-1	430	214362	
37	23	2	0	-1	596	220372	
38	22	4	0	-1	464	226381	
39	9	1	0	-1	630	232391	
40	5	3	0	-1	447	238401	
41	58	4	1	-2	497	244411	
42	26	3	1	-2	447	250421	
43	21	1	1	-2	464	256431	
44	25	2	1	-2	464	262441	
45	85	4	1	-2	530	268451	
46	90	1	1	-2	497	274461	
47	68	2	1	-2	463	280471	
48	70	3	1	-2	497	286481	
49	12	3	0	-1	496	292491	
50	31	4	0	-1	396	298500	
51	51	1	0	-1	347	304510	
52	4	2	0	-1	247	310520	
53	14	2	0	-1	447	316530	
54	73	3	0	-1	614	322540	
55	34	1	0	-1	414	328550	
56	36	4	0	-1	430	334560	
57	40	2	1	-2	447	340570	
58	10	3	1	-2	413	346580	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	52	4	1	-1	1500	4022	
2	15	3	1	-1	1500	10008	
3	26	1	1	-1	1500	15998	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	23	3	1	-1	716	4015	
2	29	1	1	-1	651	10002	
3	25	2	1	-1	585	15991	
4	14	4	1	-1	634	21980	
5	22	1	1	-1	584	27987	
6	28	2	1	-1	584	33976	
7	77	4	1	-1	652	39981	
8	1	3	1	-1	634	45971	
9	34	1	1	-2	635	51976	
10	32	4	1	-2	634	57966	
11	50	2	1	-2	734	63971	
12	52	3	1	-2	751	69961	
13	54	3	1	-2	634	75966	
14	20	2	1	-2	601	81956	
15	37	4	1	-2	935	87961	
16	3	1	1	-2	1185	93951	
17	31	3	1	-1	568	99956	
18	62	4	1	-1	684	105946	
19	53	1	1	-1	634	111951	
20	59	2	1	-1	652	117957	
21	80	2	1	-1	584	123947	
22	51	1	1	-1	802	129952	
23	60	4	1	-1	601	135942	
24	16	3	1	-1	667	141948	
25	68	1	1	-2	751	147937	
26	6	2	1	-2	635	153942	
27	10	4	1	-2	567	159932	
28	89	3	1	-2	452	165937	
29	39	2	1	-2	634	171927	
30	61	3	1	-2	602	177932	
31	18	1	1	-2	584	183922	
32	78	4	1	-2	567	189928	
33	38	3	0	-1	568	195917	
34	81	2	0	-1	601	201922	
35	9	4	0	-1	535	207928	
36	65	1	0	-1	567	213918	
37	70	4	0	-1	635	219923	
38	26	1	0	-1	634	225913	
39	40	3	0	-1	634	231919	
40	92	2	0	-1	601	237908	
41	83	2	1	-2	634	243913	
42	57	3	1	-2	701	249903	
43	66	1	1	-2	601	255908	
44	86	4	1	-2	684	261898	
45	33	2	1	-2	667	267903	
46	96	3	1	-2	668	273893	
47	19	4	1	-2	301	279898	
48	69	1	1	-2	551	285888	
49	8	4	0	-1	534	291894	
50	43	1	0	-1	769	297899	
51	2	3	0	-1	534	303889	
52	15	2	0	-1	568	309894	
53	94	1	0	-1	634	315884	
54	76	3	0	-1	568	321889	
55	95	4	0	-1	551	327879	
56	30	2	0	-1	568	333884	
57	87	2	1	-2	684	339874	
58	48	4	1	-2	634	345879	
59	47	1	1	-2	551	351869	
60	93	3	1	-2	602	357874	
61	85	1	1	-2	684	363864	
62	44	2	1	-2	769	369869	
63	13	3	1	-2	601	375859	
64	91	4	1	-2	601	381864	
65	21	3	0	-1	702	387870	
66	73	2	0	-1	884	393860	
67	67	4	0	-1	801	399866	
68	90	1	0	-1	634	405855	
69	84	1	0	-1	635	411860	
70	79	2	0	-1	567	417850	
71	88	4	0	-1	601	423855	
72	12	3	0	-1	1500	429845	
73	82	2	1	-2	734	435850	
74	75	3	1	-2	834	441840	
75	24	4	1	-2	651	447845	
76	42	1	1	-2	401	453835	
77	7	2	1	-2	601	459841	
78	35	4	1	-2	634	465830	
79	63	1	1	-2	768	471836	
80	17	3	1	-2	735	477841	
81	64	2	0	-1	684	483831	
82	4	1	0	-1	1102	489836	
83	74	3	0	-1	734	495826	
84	56	4	0	-1	534	501832	
85	45	1	0	-1	501	507821	
86	36	2	0	-1	535	513826	
87	55	3	0	-1	668	519816	
88	27	4	0	-1	568	525821	
89	49	1	1	-2	772	4007	
90	72	2	1	-2	634	10016	
91	5	4	1	-2	634	16006	
92	41	3	1	-2	734	22011	
93	71	3	1	-2	568	28001	
94	46	1	1	-2	585	34006	
95	58	2	1	-2	634	39996	
96	11	4	1	-2	801	46001	
