Trial	ObjID	LocID	FB	Task	RT	Stim
1	81	1	1	-1	826	4008	
2	1	3	1	-1	662	10014	
3	86	2	1	-1	696	16024	
4	80	4	1	-1	612	22034	
5	23	4	1	-1	696	28043	
6	13	3	1	-1	496	34053	
7	68	2	1	-1	630	40062	
8	64	1	1	-1	729	46072	
9	34	4	1	-2	546	52082	
10	60	2	1	-2	529	58091	
11	62	1	1	-2	512	64101	
12	61	3	1	-2	596	70110	
13	27	4	1	-2	596	76120	
14	33	1	1	-2	729	82130	
15	18	2	1	-2	812	88139	
16	69	3	1	-2	729	94149	
17	28	1	1	-1	796	100158	
18	63	3	1	-1	496	106168	
19	17	4	1	-1	545	112178	
20	88	2	1	-1	613	118187	
21	30	4	1	-1	596	124197	
22	32	3	1	-1	1029	130206	
23	44	2	1	-1	1312	136216	
24	24	1	1	-1	845	142226	
25	48	3	1	-2	596	148235	
26	37	2	1	-2	562	154245	
27	15	4	1	-2	596	160254	
28	47	1	1	-2	662	166264	
29	84	1	1	-2	595	172273	
30	20	3	1	-2	496	178283	
31	49	2	1	-2	496	184293	
32	71	4	1	-2	513	190302	
33	95	4	0	-1	512	196312	
34	22	3	0	-1	562	202321	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	72	4	1	-1	687	4012	
2	47	1	1	-1	735	10003	
3	41	2	1	-1	651	15992	
4	83	3	1	-1	734	21981	
5	88	1	1	-1	735	27986	
6	52	4	1	-1	751	33975	
7	93	3	1	-1	701	39964	
8	86	2	1	-1	601	45953	
9	19	4	1	-2	635	51958	
10	31	2	1	-2	635	57947	
11	58	3	1	-2	534	63936	
12	95	1	1	-2	668	69925	
13	94	1	1	-2	634	75914	
14	80	3	1	-2	568	81919	
15	78	4	1	-2	635	87908	
16	42	2	1	-2	668	93897	
17	32	4	1	-1	634	99886	
18	35	3	1	-1	535	105891	
19	87	2	1	-1	601	111880	
20	2	1	1	-1	735	117869	
21	81	2	1	-1	634	123858	
22	7	3	1	-1	651	129847	
23	21	4	1	-1	635	135852	
24	73	1	1	-1	635	141841	
25	5	3	1	-2	835	147830	
26	8	4	1	-2	768	153819	
27	71	1	1	-2	835	159824	
28	20	2	1	-2	635	165813	
29	53	3	1	-2	568	171802	
30	70	2	1	-2	584	177791	
31	10	1	1	-2	684	183780	
32	34	4	1	-2	585	189785	
33	66	1	0	-1	551	195774	
34	54	2	0	-1	701	201763	
35	39	4	0	-1	701	207752	
36	85	3	0	-1	735	213757	
37	65	3	0	-1	601	219746	
38	6	1	0	-1	685	225735	
39	22	2	0	-1	551	231724	
40	57	4	0	-1	551	237713	
41	90	4	1	-2	768	243718	
42	56	2	1	-2	735	249707	
43	11	3	1	-2	568	255696	
44	91	1	1	-2	701	261685	
45	45	1	1	-2	752	267690	
46	50	2	1	-2	601	273679	
47	37	4	1	-2	635	279668	
48	46	3	1	-2	734	285657	
49	60	2	0	-1	668	291646	
50	89	4	0	-1	802	297651	
51	3	1	0	-1	635	303640	
52	17	3	0	-1	568	309629	
53	12	1	0	-1	701	315618	
54	15	3	0	-1	535	321623	
55	79	2	0	-1	635	327612	
56	49	4	0	-1	551	333601	
57	61	2	1	-2	751	339590	
58	43	3	1	-2	701	345579	
59	67	4	1	-2	768	351584	
60	75	1	1	-2	685	357573	
61	1	2	1	-2	634	363562	
62	23	1	1	-2	734	369551	
63	77	3	1	-2	651	375557	
64	28	4	1	-2	785	381545	
65	14	3	0	-1	701	387534	
66	27	1	0	-1	668	393523	
67	18	2	0	-1	634	399512	
68	59	4	0	-1	935	405517	
69	84	3	0	-1	935	411506	
70	48	4	0	-1	801	417495	
71	64	2	0	-1	734	423484	
72	30	1	0	-1	768	429489	
73	96	3	1	-2	735	435478	
74	68	1	1	-2	668	441467	
75	40	4	1	-2	734	447456	
76	76	2	1	-2	951	453445	
77	26	2	1	-2	635	459450	
78	38	4	1	-2	685	465439	
79	63	1	1	-2	785	471428	
80	33	3	1	-2	751	477417	
81	25	3	0	-1	668	483422	
82	82	1	0	-1	735	489411	
83	36	2	0	-1	651	495400	
84	44	4	0	-1	735	501389	
85	9	1	0	-1	768	507378	
86	92	3	0	-1	985	513383	
87	13	4	0	-1	635	519372	
88	4	2	0	-1	651	525361	
89	55	2	1	-2	788	4007	
90	69	1	1	-2	701	9999	
91	24	4	1	-2	634	15988	
92	74	3	1	-2	634	21977	
93	51	4	1	-2	635	27982	
94	62	3	1	-2	768	33971	
95	29	2	1	-2	651	39960	
96	16	1	1	-2	668	45949	
