Trial	ObjID	LocID	FB	Task	RT	Stim
1	29	1	1	-1	1500	4004	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	80	4	1	-1	673	4012	
2	19	1	1	-1	663	10014	
3	91	3	1	-1	896	16023	
4	18	2	1	-1	812	22032	
5	37	4	1	-1	1113	28040	
6	13	2	1	-1	1129	34049	
7	6	1	1	-1	563	40058	
8	83	3	1	-1	596	46067	
9	1	4	1	-2	763	52076	
10	55	3	1	-2	696	58085	
11	15	2	1	-2	564	64093	
12	28	1	1	-2	697	70102	
13	96	3	1	-2	613	76111	
14	12	2	1	-2	796	82120	
15	48	4	1	-2	530	88129	
16	8	1	1	-2	596	94138	
17	51	1	1	-1	530	100147	
18	44	4	1	-1	730	106155	
19	10	3	1	-1	597	112164	
20	93	2	1	-1	647	118173	
21	87	4	1	-1	563	124182	
22	36	2	1	-1	746	130191	
23	86	3	1	-1	613	136200	
24	32	1	1	-1	514	142208	
25	73	2	1	-2	530	148217	
26	2	1	1	-2	630	154226	
27	92	4	1	-2	563	160235	
28	78	3	1	-2	546	166244	
29	25	3	1	-2	829	172253	
30	7	1	1	-2	730	178261	
31	30	2	1	-2	797	184270	
32	82	4	1	-2	730	190279	
33	72	1	0	-1	613	196288	
34	40	3	0	-1	646	202297	
35	88	4	0	-1	1129	208306	
36	57	2	0	-1	596	214315	
37	66	1	0	-1	614	220323	
38	17	4	0	-1	564	226332	
39	22	3	0	-1	397	232341	
40	62	2	0	-1	730	238350	
41	74	2	1	-2	596	244359	
42	24	4	1	-2	613	250368	
43	46	1	1	-2	597	256376	
44	75	3	1	-2	697	262385	
45	42	1	1	-2	630	268394	
46	95	3	1	-2	613	274403	
47	45	4	1	-2	546	280412	
48	4	2	1	-2	496	286421	
49	85	3	0	-1	529	292430	
50	3	1	0	-1	514	298438	
51	49	2	0	-1	464	304447	
52	71	4	0	-1	597	310456	
53	54	1	0	-1	829	316465	
54	11	3	0	-1	696	322474	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	66	2	1	-1	542	4008	
Trial	ObjID	LocID	FB	Task	RT	Stim
1	79	2	1	-1	636	4017	
2	5	4	1	-1	634	10023	
3	77	3	1	-1	634	16028	
4	23	1	1	-1	634	22016	
5	2	1	1	-1	734	28004	
6	13	4	1	-1	701	34009	
7	56	3	1	-1	684	39997	
8	57	2	1	-1	634	45985	
9	47	1	1	-2	634	51990	
10	86	4	1	-2	968	57978	
11	17	2	1	-2	734	63966	
12	39	3	1	-2	684	69971	
13	35	3	1	-2	884	75959	
14	3	1	1	-2	768	81947	
15	11	4	1	-2	651	87935	
16	70	2	1	-2	851	93940	
17	25	3	1	-1	733	99928	
18	95	4	1	-1	584	105916	
19	41	1	1	-1	701	111921	
20	46	2	1	-1	568	117909	
21	22	3	1	-1	735	123897	
22	29	2	1	-1	684	129902	
23	91	1	1	-1	551	135890	
24	26	4	1	-1	651	141878	
25	50	4	1	-2	734	147883	
26	55	2	1	-2	534	153871	
27	60	1	1	-2	851	159859	
28	64	3	1	-2	684	165864	
29	83	3	1	-2	634	171852	
30	68	4	1	-2	734	177840	
31	71	1	1	-2	634	183845	
32	38	2	1	-2	615	189836	
33	31	2	0	-1	551	195821	
34	89	4	0	-1	651	201809	
35	59	1	0	-1	634	207814	
36	37	3	0	-1	651	213802	
37	24	2	0	-1	685	219790	
38	30	3	0	-1	734	225795	
39	52	4	0	-1	684	231783	
40	61	1	0	-1	601	237771	
41	96	4	1	-2	768	243776	
42	74	2	1	-2	634	249764	
43	84	1	1	-2	634	255752	
44	8	3	1	-2	701	261757	
45	10	4	1	-2	734	267745	
46	45	1	1	-2	651	273733	
47	82	3	1	-2	734	279738	
48	19	2	1	-2	701	285726	
49	7	2	0	-1	734	291714	
50	42	4	0	-1	734	297719	
51	27	1	0	-1	985	303707	
52	20	3	0	-1	701	309695	
53	18	4	0	-1	734	315700	
54	32	3	0	-1	935	321688	
55	63	2	0	-1	801	327676	
56	43	1	0	-1	701	333664	
57	73	3	1	-2	734	339669	
58	36	2	1	-2	568	345657	
59	65	4	1	-2	651	351645	
60	54	1	1	-2	768	357650	
61	76	4	1	-2	634	363638	
62	12	1	1	-2	551	369626	
63	28	2	1	-2	634	375631	
64	75	3	1	-2	784	381619	
65	92	3	0	-1	735	387607	
66	88	1	0	-1	668	393612	
67	9	2	0	-1	651	399600	
68	49	4	0	-1	584	405588	
69	93	4	0	-1	868	411593	
70	53	1	0	-1	467	417581	
71	80	3	0	-1	534	423569	
72	40	2	0	-1	634	429574	
73	69	4	1	-2	84	435562	
74	62	1	1	-2	601	441550	
75	34	3	1	-2	885	447538	
76	21	2	1	-2	534	453543	
77	81	4	1	-2	134	459531	
78	48	3	1	-2	551	465519	
79	15	2	1	-2	551	471524	
80	51	1	1	-2	668	477512	
81	33	3	0	-1	468	483500	
82	58	1	0	-1	851	489505	
83	90	2	0	-1	701	495493	
84	16	4	0	-1	601	501481	
85	6	2	0	-1	567	507486	
86	67	3	0	-1	484	513474	
87	44	1	0	-1	885	519462	
88	94	4	0	-1	601	525467	
89	66	3	1	-2	654	4003	
90	4	2	1	-2	701	9994	
91	72	4	1	-2	568	15982	
