Trial	X	Y
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	0	0	
1	1.25	0	
1	3.75	0	
1	7.5	0	
1	13.75	0	
1	17.5	0	
1	25	3.75	
1	28.75	3.75	
1	33.75	3.75	
1	47.5	3.75	
1	52.5	3.75	
1	58.75	3.75	
1	72.5	7.5	
1	87.5	11.25	
1	102.5	12.5	
1	111.25	15	
1	128.75	16.25	
1	137.5	18.75	
1	146.25	20	
1	177.5	27.5	
1	188.75	27.5	
1	198.75	31.25	
1	218.75	33.75	
1	228.75	35	
1	255	35	
1	263.75	35	
1	278.75	35	
1	286.25	35	
1	292.5	33.75	
1	307.5	31.25	
1	321.25	27.5	
1	328.75	26.25	
1	335	23.75	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
1	347.5	20	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	0	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	0	-2.5	
2	1.25	-2.5	
2	2.5	-2.5	
2	12.5	1.25	
2	16.25	1.25	
2	27.5	3.75	
2	33.75	5	
2	40	7.5	
2	65	8.75	
2	65	8.75	
2	76.25	8.75	
2	90	8.75	
2	103.75	11.25	
2	142.5	12.5	
2	155	15	
2	167.5	15	
2	180	15	
2	201.25	16.25	
2	231.25	16.25	
2	240	15	
2	256.25	12.5	
2	263.75	12.5	
2	271.25	11.25	
2	292.5	7.5	
2	300	5	
2	306.25	3.75	
2	313.75	1.25	
2	326.25	0	
2	342.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
2	347.5	-7.5	
3	0	0	
3	-8.75	0	
3	-16.25	-2.5	
3	-23.75	-2.5	
3	-48.75	-6.25	
3	-56.25	-6.25	
3	-70	-10	
3	-76.25	-10	
3	-90	-11.25	
3	-101.25	-13.75	
3	-106.25	-13.75	
3	-115	-13.75	
3	-118.75	-13.75	
3	-122.5	-13.75	
3	-131.25	-13.75	
3	-135	-13.75	
3	-138.75	-15	
3	-140	-15	
3	-143.75	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-146.25	-17.5	
3	-135	-17.5	
3	-128.75	-17.5	
3	-111.25	-13.75	
3	-101.25	-11.25	
3	-81.25	-10	
3	-60	-7.5	
3	-47.5	-7.5	
3	-35	-6.25	
3	-10	-3.75	
3	1.25	-3.75	
3	23.75	-2.5	
3	43.75	-3.75	
3	66.25	-6.25	
3	77.5	-6.25	
3	87.5	-10	
3	116.25	-11.25	
3	126.25	-13.75	
3	136.25	-13.75	
3	156.25	-13.75	
3	166.25	-13.75	
3	185	-13.75	
3	205	-13.75	
3	222.5	-13.75	
3	228.75	-13.75	
3	232.5	-13.75	
3	238.75	-13.75	
3	240	-13.75	
3	241.25	-13.75	
3	242.5	-15	
3	242.5	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
3	243.75	-15	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	0	0	
4	-342.5	23.75	
4	-325	20	
4	-313.75	20	
4	-287.5	15	
4	-272.5	15	
4	-238.75	13.75	
4	-202.5	15	
4	-166.25	15	
4	-148.75	15	
4	-133.75	15	
4	-133.75	15	
4	-90	11.25	
4	-78.75	11.25	
4	-61.25	11.25	
4	-55	10	
4	-43.75	7.5	
4	-33.75	7.5	
4	-26.25	6.25	
4	-21.25	6.25	
4	-17.5	6.25	
4	-12.5	6.25	
4	0	6.25	
4	2.5	6.25	
4	5	3.75	
4	6.25	3.75	
4	7.5	3.75	
4	7.5	2.5	
4	8.75	0	
4	8.75	0	
4	8.75	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
4	10	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	0	0	
5	-2.5	0	
5	-2.5	0	
5	-3.75	0	
5	-5	0	
5	-8.75	0	
5	-10	0	
5	-11.25	0	
5	-13.75	0	
5	-15	-1.25	
5	-18.75	-1.25	
5	-18.75	-1.25	
5	-18.75	-1.25	
5	-18.75	-1.25	
5	-17.5	-1.25	
5	-6.25	-1.25	
5	0	0	
5	7.5	0	
5	27.5	3.75	
5	37.5	3.75	
5	72.5	3.75	
5	86.25	3.75	
5	116.25	6.25	
5	131.25	6.25	
5	145	6.25	
5	186.25	3.75	
5	201.25	3.75	
5	201.25	3.75	
5	236.25	2.5	
5	252.5	0	
5	278.75	0	
5	300	0	
5	320	-1.25	
5	327.5	-1.25	
5	333.75	-3.75	
5	346.25	-3.75	
5	347.5	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
5	348.75	-3.75	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	0	0	
6	1.25	-2.5	
6	13.75	0	
6	22.5	0	
6	43.75	1.25	
6	55	1.25	
6	70	1.25	
6	116.25	1.25	
6	132.5	1.25	
6	150	1.25	
6	185	5	
6	202.5	5	
6	251.25	8.75	
6	263.75	11.25	
6	283.75	11.25	
6	292.5	11.25	
6	298.75	12.5	
6	310	12.5	
6	312.5	12.5	
6	315	12.5	
6	317.5	12.5	
6	320	12.5	
6	328.75	12.5	
6	332.5	12.5	
6	341.25	11.25	
6	342.5	12.5	
6	343.75	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	347.5	12.5	
6	348.75	11.25	
6	348.75	11.25	
6	348.75	12.5	
6	348.75	12.5	
6	348.75	12.5	
6	348.75	12.5	
6	348.75	12.5	
6	348.75	12.5	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	0	0	
7	1.25	0	
7	5	0	
7	8.75	0	
7	27.5	3.75	
7	36.25	7.5	
7	53.75	11.25	
7	63.75	11.25	
7	85	15	
7	108.75	17.5	
7	120	18.75	
7	145	18.75	
7	156.25	21.25	
7	167.5	21.25	
7	202.5	22.5	
7	213.75	25	
7	236.25	26.25	
7	245	26.25	
7	255	26.25	
7	281.25	26.25	
7	288.75	26.25	
7	302.5	26.25	
7	308.75	25	
7	313.75	25	
7	330	21.25	
7	333.75	18.75	
7	338.75	18.75	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
7	346.25	15	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	0	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	0	-1.25	
8	1.25	-1.25	
8	3.75	-1.25	
8	5	-3.75	
8	11.25	-3.75	
8	22.5	-3.75	
8	37.5	-1.25	
8	46.25	0	
8	66.25	0	
8	87.5	3.75	
8	107.5	7.5	
8	118.75	7.5	
8	128.75	7.5	
8	138.75	10	
8	166.25	11.25	
8	173.75	11.25	
8	188.75	11.25	
8	195	11.25	
8	208.75	10	
8	221.25	7.5	
8	233.75	7.5	
8	240	7.5	
8	245	7.5	
8	251.25	6.25	
8	266.25	3.75	
8	271.25	3.75	
8	276.25	2.5	
8	287.5	0	
8	297.5	0	
8	305	0	
8	307.5	0	
8	311.25	0	
8	313.75	0	
8	313.75	0	
8	317.5	0	
8	318.75	0	
8	318.75	0	
8	320	0	
8	323.75	0	
8	330	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	-2.5	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	0	0	
9	1.25	0	
9	8.75	0	
9	13.75	0	
9	26.25	1.25	
9	32.5	1.25	
9	41.25	1.25	
9	68.75	1.25	
9	80	1.25	
9	90	1.25	
9	112.5	0	
9	123.75	1.25	
9	156.25	0	
9	166.25	0	
9	186.25	0	
9	196.25	0	
9	206.25	0	
9	233.75	-2.5	
9	242.5	-2.5	
9	251.25	-2.5	
9	260	-3.75	
9	268.75	-6.25	
9	306.25	-7.5	
9	315	-7.5	
9	323.75	-7.5	
9	330	-7.5	
9	341.25	-7.5	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
9	347.5	-6.25	
